Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8;Mesure9
LYCEE RONSARD (GENERAL ET TECHNO.);2012;42;72;108;78;300;88;94;95;324
LYCEE DUHAMEL DU MONCEAU;2012;42;88;82;73;285;83;86;91;315
LYCEE TURGOT;2012;46;46;48;59;199;96;87;73;202
LYCEE SAINTE FAMILLE;2013;18;50;59;21;148;100;100;100;184
LYCEE MME DE STAEL;2013;16;99;144;56;315;94;93;96;287
LYCEE CHARLES GABRIEL PRAVAZ (GENERAL ET TECHNO.);2013;10;47;67;56;198;80;91;93;195
LYCEE PIERRE BEGHIN;2013;33;95;111;55;294;100;89;98;346
LYCEE JEANNE D'ARC;2013;10;21;20;22;73;90;86;95;69
LYCEE GERVILLE REACHE;2013;62;76;126;79;374;92;84;94;388
LYCEE DES DROITS DE L'HOMME;2013;64;98;100;94;423;91;81;91;407
LYCEE SONNY RUPAIRE;2013;20;34;67;66;187;100;91;97;227
LYCEE FELIX EBOUE;2013;46;62;71;81;284;80;84;69;319
LYCEE DE TROIS BASSINS (GENERAL ET TECHNO.);2013;20;20;48;30;159;90;90;85;169
LYCEE BELLEPIERRE;2013;35;64;111;192;436;91;92;94;409
LYCEE PIERRE POIVRE;2013;41;61;52;56;222;88;92;90;269
LYCEE CATHOLIQUE LA SALLE ST CHARLES (GENERAL ET TECHNO.);2013;25;57;109;54;245;100;100;100;279
LYCEE CATHOLIQUE LEVAVASSEUR;2013;26;60;117;45;248;100;98;99;259
LYCEE SAINT JUDE;2013;25;62;92;31;210;96;100;99;267
LYCEE JESSE DE FOREST (GENERAL ET TECHNO.);2013;25;64;62;18;194;92;88;92;232
LYCEE HENRI WALLON;2013;25;78;139;66;308;72;91;95;345
LYCEE WATTEAU;2013;69;86;79;60;294;88;97;100;305
LYCEE RAYMOND QUENEAU;2013;16;92;174;71;353;94;82;90;265
LYCEE VAUBAN (GENERAL ET TECHNO.);2013;21;48;58;47;174;90;98;93;174
LYCEE GAMBETTA CARNOT;2013;67;68;147;68;391;90;88;90;406
LYCEE LOUIS BERTRAND;2012;17;48;97;60;297;88;96;84;324
LYCEE ARISTIDE MAILLOL (GENERAL ET TECHNO.);2012;34;82;104;111;356;68;78;84;335
LYCEE ROSA LUXEMBURG (GENERAL ET TECHNO.);2012;22;49;73;49;193;73;88;93;293
LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.);2012;39;87;88;59;273;95;80;89;212
LYCEE FRANCOIS ARAGO;2012;46;96;176;91;409;98;92;86;433
LYCEE ERNEST BICHAT;2012;50;68;136;76;330;76;78;84;302
LYCEE FRANTZ FANON;2012;39;58;110;99;436;64;78;90;352
LYCEE CONDORCET;2012;34;102;109;73;364;65;82;87;356
LYCEE SAINT THOMAS D'AQUIN VERITAS;2012;23;41;133;16;213;100;100;100;252
LYCEE CHAMPAGNAT;2012;9;57;61;36;163;100;95;98;151
LYCEE ACAJOU 1;2012;19;31;34;45;129;74;71;76;106
LYCEE CENTRE SUD;2012;45;30;58;79;212;76;87;97;228
LYCEE EUGENE WOILLEZ (GENERAL ET TECHNO.);2012;33;61;123;70;287;91;80;88;271
LYCEE SOPHIE BERTHELOT;2012;78;66;106;69;319;86;95;93;339
LYCEE BERNART DE VENTADOUR;2012;9;31;51;21;112;100;97;90;142
LYCEE AUGUSTE LOUBATIERES (GENERAL ET TECHNO.);2012;22;68;85;52;243;91;93;89;265
LYCEE ERNEST HEMINGWAY (GENERAL ET TECHNO.);2012;19;69;70;75;271;74;74;89;217
LYCEE JOSEPH VALLOT (GENERAL ET TECHNO.);2012;12;28;58;25;153;100;96;91;214
LYCEE JEAN MONNET;2012;132;92;135;105;464;92;76;85;379
LYCEE JEAN MOULIN;2012;42;68;113;61;284;95;90;86;306
LYCEE DE PETITE-TERRE (GENERAL ET TECHNO.);2012;48;51;66;188;353;54;78;62;265
LYCEE DE CHIRONGUI (GENERAL ET TECHNO.);2012;47;61;51;151;310;57;61;63;272
LYCEE ARTHUR VAROQUAUX;2012;19;66;86;62;448;100;88;87;380
LYCEE RAYMOND POINCARE;2012;34;54;112;71;308;97;100;95;261
LYCEE LOUIS LAPICQUE;2012;29;83;102;112;432;90;86;84;403
LYCEE JOUBERT-EMILIEN MAILLARD (GENERAL ET TECHNO.);2012;28;55;82;40;205;96;95;91;212
LYCEE ST JOSEPH;2012;8;19;60;26;113;88;95;93;119
LYCEE ST JOSEPH;2012;11;38;54;18;121;100;100;100;153
LYCEE JULES FERRY;2012;34;88;71;78;271;79;73;87;181
LYCEE BOURG CHEVREAU (GENERAL ET TECHNO.);2012;9;18;40;31;167;100;100;98;156
LYCEE CHAMP BLANC;2012;30;31;53;31;145;97;100;98;182
LYCEE SAINTE MARIE;2012;33;78;101;67;279;91;91;98;319
LYCEE VICTOR HUGO;2012;17;39;58;41;155;100;97;100;165
LYCEE EMILE COMBES (GENERAL ET TECHNO.);2012;7;33;46;22;163;71;82;93;127
LYCEE SAINT LOUIS;2012;10;20;41;15;86;100;100;100;130
LYCEE CORDOUAN;2012;43;71;135;78;327;88;99;86;401
LYCEE MAURICE RAVEL;2012;47;137;133;64;381;89;87;84;382
LYCEE CLAUDE BERNARD;2012;32;50;61;44;187;88;88;82;177
LYCEE BREQUIGNY;2012;92;70;115;52;545;84;96;90;616
LYCEE AUGUSTIN FRESNEL;2012;49;59;86;66;280;88;86;92;303
LYCEE JACQUES CARTIER (GENERAL ET TECHNO.);2012;50;106;121;78;355;86;82;82;306
LYCEE STE ANNE-ST LOUIS (GENERAL ET TECHNO.);2012;20;50;72;22;164;100;100;100;195
LYCEE CHARLES DE GAULLE;2012;43;74;89;44;250;93;92;97;257
LYCEE JOSEPH LOTH;2012;21;54;96;69;240;90;100;98;254
LYCEE BROCELIANDE;2012;17;51;43;22;133;100;92;93;142
LYCEE F. ET I. JOLIOT CURIE;2012;32;64;94;64;285;91;88;87;275
LYCEE LOUIS AUDOUIN DUBREUIL (GENERAL ET TECHNO.);2012;23;53;65;56;197;91;83;91;183
LYCEE JEAN MOULIN;2012;20;41;24;21;106;90;90;88;114
LYCEE PAUL VERLAINE;2012;15;23;61;42;141;100;96;80;140
LYCEE PAUL SERUSIER (GENERAL ET TECHNO.);2012;13;32;36;31;134;85;88;97;120
LYCEE ST SAUVEUR;2012;27;53;79;46;248;96;96;97;294
LYCEE PIERRE CORNEILLE;2012;24;68;100;39;231;83;93;88;317
LYCEE EDMOND ROSTAND;2012;22;48;88;61;219;95;94;85;208
LYCEE NOTRE DAME;2012;25;124;148;17;314;100;100;100;378
LYCEE DESCARTES;2012;22;60;101;69;252;91;95;97;260
LYCEE GERARD DE NERVAL;2012;32;68;69;58;227;81;85;84;220
LYCEE SAINT EXUPERY;2013;55;85;82;85;389;58;67;78;397
LYCEE RENE CHAR;2013;46;77;102;33;334;96;88;96;344
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2013;30;61;60;56;207;83;89;85;252
LYCEE MARCEL PAGNOL;2013;37;56;77;83;253;100;89;83;264
LYCEE JEAN MONNET;2013;32;90;92;69;327;88;91;93;321
LYCEE JEAN CALVIN;2013;34;85;101;68;352;94;93;89;371
LYCEE JULES UHRY;2013;33;36;47;79;263;76;78;60;230
LYCEE CLAUDE NICOLAS LEDOUX (GENERAL ET TECHNO.);2013;22;89;132;57;300;100;94;94;298
LYCEE CONDORCET;2013;58;49;114;66;287;93;98;84;294
LYCEE VICTOR HUGO;2013;39;83;133;77;377;100;94;97;312
LYCEE NOTRE DAME DES ANGES;2013;8;23;20;36;87;88;91;90;61
LYCEE GEORGES COLOMB;2013;19;35;74;51;179;100;94;92;201
LYCEE GEORGES CUVIER;2013;41;96;178;61;376;83;93;86;336
LYCEE ST LAURENT-LA PAIX NOTRE DAME;2013;24;49;82;27;224;100;100;95;246
LYCEE DE LA MARE CARREE (GENERAL ET TECHNO.);2013;17;47;63;34;210;100;91;89;287
LYCEE VAN DONGEN;2013;32;70;63;88;295;88;93;97;372
LYCEE HENRI BECQUEREL (GENERAL ET TECHNO.);2013;23;27;37;41;128;87;74;81;184
LYCEE GERARD DE NERVAL (GENERAL ET TECHNO.);2013;31;34;45;45;155;77;94;87;133
LYCEE ETIENNE BEZOUT (GENERAL ET TECHNO.);2013;27;54;95;59;235;89;93;96;270
LYCEE FRANCOIS ARAGO (GENERAL ET TECHNO.);2013;6;23;36;25;130;67;91;92;138
LYCEE GUILLAUME APOLLINAIRE;2013;35;81;122;82;325;91;86;89;340
LYCEE LES ARCADES (GENERAL ET TECHNO.);2013;8;13;12;26;139;88;92;92;152
LYCEE STEPHEN LIEGEARD;2013;21;60;71;29;181;100;98;96;212
LYCEE HECTOR BERLIOZ;2013;46;103;134;38;321;100;100;97;372
LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.);2013;36;97;143;67;390;86;99;96;419
LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.);2013;16;39;86;48;189;100;97;94;207
LYCEE GUILLAUME FICHET (GENERAL ET TECHNO.);2013;31;73;104;59;267;90;97;90;213
LYCEE DR. GUSTAVE JAUME (GENERAL ET TECHNO.);2013;18;52;90;32;192;100;96;92;201
LYCEE LA VERSOIE;2013;71;143;213;97;524;97;97;96;465
LYCEE JEAN-BAPTISTE LE TAILLANDIER;2012;17;41;77;36;251;94;98;90;267
LYCEE JEAN MACE;2012;32;70;94;67;263;91;84;94;295
LYCEE CLAUDE DE FRANCE;2012;15;94;130;71;310;67;83;77;327
LYCEE BERNARD PALISSY;2012;28;71;114;49;262;71;80;89;320
LYCEE ND DU KREISKER;2012;8;30;62;24;166;100;93;97;194
LYCEE JEAN-MARIE LE BRIS;2012;11;23;39;30;103;100;100;92;114
LYCEE SEVIGNE;2012;21;120;164;59;364;100;97;96;392
LYCEE PIERRE GUEGUIN;2012;19;36;46;29;130;100;83;93;124
LYCEE DE CORNOUAILLE;2012;47;58;79;51;235;89;88;96;264
LYCEE JEAN MOULIN;2012;37;36;43;32;148;95;89;93;132
LYCEE JEAN PAUL II (GENERAL ET TECHNO.);2012;6;29;53;15;103;100;100;100;171
LYCEE RENE DESCARTES;2012;46;93;126;91;356;83;90;90;428
LYCEE BELLEVUE;2013;66;70;86;23;245;88;100;88;235
LYCEE VENISE VERTE;2013;35;61;87;68;342;86;97;90;357
LYCEE MARCELIN BERTHELOT;2013;68;90;116;25;299;100;98;94;282
LYCEE GUY CHAUVET;2013;20;13;35;12;115;65;100;91;132
LYCEE VICTOR HUGO;2013;67;110;140;73;390;94;96;96;383
LYCEE GASTON BACHELARD (GENERAL ET TECHNO.);2013;14;25;51;20;110;93;92;90;121
LYCEE CHRESTIEN DE TROYES;2013;21;60;83;134;298;95;92;86;310
LYCEE ST EXUPERY;2013;26;39;64;34;197;88;82;89;168
LYCEE FRANCOIS RABELAIS;2013;19;69;71;57;216;74;93;92;256
LYCEE BREST - RIVE DROITE - JAVOUHEY;2013;15;31;46;30;122;100;97;98;112
LYCEE DE CORNOUAILLE;2013;54;78;87;39;258;94;96;97;236
LYCEE LE LIKES;2013;28;125;148;69;429;100;97;99;384
LYCEE ND DU KREISKER;2013;13;37;71;15;190;100;97;90;179
LYCEE ANITA CONTI;2013;19;94;92;34;239;100;91;99;327
LYCEE VICTOR ET HELENE BASCH;2013;37;123;133;76;369;100;94;99;444
LYCEE BENJAMIN FRANKLIN;2013;37;90;114;40;281;92;90;93;286
LYCEE VICTOR HUGO;2013;17;74;90;49;230;100;96;98;236
LYCEE CHARLES DE GAULLE;2013;43;92;91;50;276;95;97;95;263
LYCEE FENELON;2013;15;19;41;10;85;100;100;98;116
LYCEE CLAUDE MONET;2013;70;83;81;92;382;91;93;98;371
LYCEE GUILLAUME LE CONQUERANT;2013;41;132;128;88;389;90;92;95;367
LYCEE RAYMOND QUENEAU (GENERAL ET TECHNO.);2013;47;48;88;64;283;87;92;94;337
LYCEE ADRIEN ZELLER;2013;19;66;82;39;206;100;98;95;203
LYCEE HENRI MECK;2013;40;77;137;117;371;95;100;96;383
LYCEE JEAN MONNET;2013;23;62;65;109;259;96;77;88;246
LYCEE STANISLAS (GENERAL ET TECHNO.);2013;31;94;132;49;366;100;100;97;350
LYCEE PIERRE DE COUBERTIN;2013;21;36;71;56;264;95;92;96;273
LYCEE SAINT PIERRE;2013;19;40;68;16;146;100;98;97;151
LYCEE DIDEROT;2013;16;34;78;34;162;94;59;88;167
LYCEE AUGUSTE BEHAL;2013;22;20;43;21;201;68;65;74;204
LYCEE ALEXANDRE RIBOT;2013;46;121;131;91;389;96;93;93;328
LYCEE VOLTAIRE;2013;63;37;161;64;325;89;81;78;335
LYCEE PIERRE BOURDAN;2013;33;69;65;50;217;97;93;86;190
LYCEE JEAN GIRAUDOUX;2013;14;46;45;11;116;86;96;91;122
LYCEE BEAUREGARD;2013;21;74;124;64;315;100;99;95;359
LYCEE JEAN-BAPTISTE DE LA SALLE;2013;30;37;61;58;265;83;97;90;166
LYCEE EDOUARD HERRIOT;2013;19;84;150;35;288;100;94;98;290
LYCEE PARC CHABRIERES;2013;33;68;60;54;238;94;88;88;210
LYCEE CHAMPAGNAT;2013;18;57;65;30;170;100;98;100;165
LYCEE PIERRE BROSSOLETTE;2013;32;55;114;96;297;84;75;80;237
LYCEE FRANTZ FANON;2013;27;59;95;95;381;93;90;100;337
LYCEE JACQUES RUFFIE (GENERAL ET TECHNO.);2013;22;40;65;29;192;100;90;94;201
LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (GENERAL ET TECHNO.);2013;50;71;99;82;421;92;89;96;333
LYCEE JEAN VILAR;2013;52;94;133;65;344;88;94;98;396
LYCEE AUGUSTE LOUBATIERES (GENERAL ET TECHNO.);2013;24;45;69;54;246;100;98;97;294
LYCEE HENRI IV;2013;48;82;144;69;343;98;93;91;355
LYCEE JOSEPH VALLOT (GENERAL ET TECHNO.);2013;21;44;59;16;179;90;93;92;203
LYCEE JOFFRE;2013;53;114;272;62;501;100;100;98;477
LYCEE RABELAIS;2013;13;23;13;13;62;85;83;69;43
LYCEE IRENE ET FREDERIC JOLIOT CURIE;2013;34;45;71;64;270;88;87;94;237
LYCEE ERNEST BICHAT;2013;47;89;137;65;338;89;85;91;304
LYCEE JEANNE D'ARC;2013;32;101;100;51;284;97;92;93;272
LYCEE RAYMOND POINCARE;2013;30;56;87;80;294;97;95;100;297
LYCEE SAINT LOUIS;2013;12;12;29;15;68;100;100;93;80
LYCEE SAINT JOSEPH-LA PROVIDENCE;2013;9;12;26;25;72;89;75;100;50
LYCEE JULIE DAUBIE (GENERAL ET TECHNO.);2013;29;79;114;78;330;93;82;92;343
LYCEE NOTRE DAME - SAINT JOSEPH;2013;8;16;26;31;81;100;100;100;107
LYCEE ALBERT CAMUS;2013;24;45;54;26;149;88;93;91;188
LYCEE ARISTIDE BRIAND;2013;57;86;164;97;556;89;91;96;513
LYCEE EMMANUEL MOUNIER;2013;15;21;41;30;107;93;100;100;103
LYCEE HENRI BERGSON;2013;34;57;104;35;230;97;91;97;247
LYCEE SAINTE MARIE;2013;32;106;131;67;336;97;98;96;300
LYCEE VICTOR HUGO;2013;19;33;65;31;148;100;100;100;168
LYCEE LAVOISIER;2013;48;73;55;30;206;92;96;98;225
LYCEE D'ESTOURNELLES DE CONSTANT (GENERAL ET TECHNO.);2013;25;56;66;74;253;92;100;100;239
LYCEE ST MICHEL DES PERRAIS;2013;4;14;16;9;43;100;100;81;28
LYCEE NOTRE DAME DE KERBERTRAND;2012;3;21;23;17;64;100;100;96;51
LYCEE NOTRE DAME DU MUR;2012;17;24;63;22;126;88;100;90;98
LYCEE ST SEBASTIEN;2012;15;28;56;30;129;80;96;96;118
LYCEE FRANCOIS PHILIBERT DESSAIGNES;2012;34;58;127;107;377;76;81;93;436
LYCEE POTHIER;2012;48;70;157;102;377;92;84;81;371
LYCEE FELIX LE DANTEC;2012;32;94;155;74;407;91;95;97;455
LYCEE AUGUSTE PAVIE;2012;19;78;76;68;241;95;91;96;247
LYCEE EDGAR QUINET (GENERAL ET TECHNO.);2012;20;23;23;68;134;60;57;52;130
LYCEE LES PETITS CHAMPS;2012;26;26;24;28;104;85;88;83;109
LYCEE ARISTIDE BRIAND;2012;91;83;146;111;431;81;87;93;440
LYCEE GENERAL LECLERC;2012;21;92;102;55;303;71;99;92;272
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.);2012;24;78;116;48;266;96;100;99;238
LYCEE GUSTAVE FLAUBERT;2012;26;100;173;92;391;100;94;96;444
LYCEE JEAN MONNET;2012;23;51;73;91;238;87;84;88;243
LYCEE MICHEL DE MONTAIGNE;2012;50;89;110;99;459;82;91;95;392
LYCEE ALFRED KASTLER;2012;26;91;93;80;290;96;97;95;263
LYCEE ALBERT SCHWEITZER;2012;60;58;82;99;299;95;90;80;318
LYCEE JEAN MERMOZ (GENERAL ET TECHNO.);2013;33;85;141;81;391;100;96;100;412
LYCEE AMELIE ZURCHER (GENERAL ET TECHNO.);2013;24;22;51;28;125;92;73;82;99
LYCEE DU CASTELLA;2013;31;62;97;81;271;97;84;91;338
LYCEE JEANNE D'ARC;2013;8;28;20;13;69;100;100;100;76
LYCEE SAINT-JOSEPH;2013;4;18;15;16;53;100;100;100;44
LYCEE HENRI MATISSE;2013;39;78;152;82;351;92;96;97;393
LYCEE EMILIE DE RODAT (GENERAL ET TECHNO.);2013;14;38;90;35;177;100;100;100;223
LYCEE MONTALEMBERT LES MARISTES (GENERAL ET TECHNO.);2013;6;17;22;11;56;100;65;86;71
LYCEE SAINTE-MARIE DES CHAMPS;2013;44;42;48;60;249;93;95;94;249
LYCEE CLEMENT MAROT;2013;74;64;103;55;356;92;94;96;340
LYCEE BORDE BASSE;2013;33;96;140;78;448;85;92;94;489
LYCEE PIERRE MARIE THEAS;2013;17;44;85;49;195;100;98;98;191
LYCEE MARCEL PAGNOL;2013;30;70;67;95;316;87;91;82;319
LYCEE FRANCOIS TRUFFAUT (GENERAL ET TECHNO.);2013;34;46;89;102;271;94;78;88;319
LYCEE FRANCISQUE SARCEY (GENERAL ET TECHNO.);2013;31;80;126;80;317;100;100;90;353
LYCEE MAURICE ELIOT;2013;27;36;42;29;134;96;89;93;150
LYCEE L'ESSOURIAU (GENERAL ET TECHNO.);2013;34;45;108;74;305;91;98;94;341
LYCEE JULES VERNE;2013;33;70;79;46;228;100;97;97;242
LYCEE FUSTEL DE COULANGES;2013;32;93;120;47;292;97;96;88;289
LYCEE MARIE LAURENCIN (GENERAL ET TECHNO.);2013;33;68;124;100;325;85;93;93;348
LYCEE BLAISE PASCAL;2013;22;67;208;22;319;95;99;99;317
LYCEE ALBERT EINSTEIN;2013;43;59;106;89;297;93;97;86;306
LYCEE SOPHIE BARAT;2013;11;34;79;52;228;100;97;95;226
LYCEE PAUL LAPIE;2013;42;92;129;66;329;93;87;85;378
LYCEE JOLIOT-CURIE;2013;54;58;58;85;318;76;74;90;271
LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.);2013;19;35;32;41;157;84;80;88;167
LYCEE ALFRED KASTLER;2013;24;61;73;66;224;92;80;85;233
LYCEE CAMILLE SAINT-SAENS;2013;33;119;137;95;384;91;88;80;302
LYCEE RENE CASSIN;2013;48;69;99;115;391;92;78;76;372
LYCEE GERARD DE NERVAL;2013;28;68;66;57;219;93;85;94;224
LYCEE NOTRE-DAME DE BURY;2013;28;74;112;25;239;100;100;100;261
LYCEE JEAN-JACQUES ROUSSEAU;2013;34;82;123;33;272;85;82;85;338
LYCEE EDMOND ROSTAND (GENERAL ET TECHNO.);2013;25;48;86;81;240;76;85;93;228
LYCEE DE VILLAROY;2013;22;62;100;53;275;100;92;91;265
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2013;45;86;132;83;346;96;91;89;382
LYCEE FRANCOIS VILLON;2013;35;51;95;51;232;97;100;91;214
LYCEE LEOPOLD SEDAR SENGHOR (GENERAL ET TECHNO.);2013;29;59;54;39;228;93;93;91;258
LYCEE SAINT-EXUPERY;2013;13;16;34;25;88;100;100;94;87
LYCEE LOUIS BASCAN (GENERAL ET TECHNO.);2013;56;113;154;87;509;84;89;94;620
LYCEE SAINTE THERESE;2013;12;39;70;25;160;100;100;100;170
LYCEE NOTRE DAME;2013;33;82;123;39;303;100;100;100;331
LYCEE GEORGES CLEMENCEAU;2013;8;18;28;18;72;88;100;96;92
LYCEE STE MARIE (GENERAL ET TECHNO.);2013;11;13;31;19;129;100;100;100;121
LYCEE PIERRE MENDES-FRANCE;2013;78;51;58;68;255;90;96;97;300
LYCEE ND DE LA TOURTELIERE;2013;17;25;48;22;112;100;100;100;94
LYCEE ST GABRIEL ST MICHEL;2013;29;44;93;11;206;97;95;98;191
LYCEE AUGUSTE RENOIR;2013;48;136;176;113;473;94;96;93;515
LYCEE ALEXIS DE TOCQUEVILLE;2013;29;46;104;28;263;83;85;95;245
LYCEE PIERRE ET MARIE CURIE;2013;45;57;55;64;232;84;93;95;210
LYCEE JEAN MOULIN;2013;54;66;168;117;405;94;95;94;376
LYCEE MAINTENON (GENERAL ET TECHNO.);2013;26;31;59;35;151;100;100;98;149
LYCEE ROTROU;2013;69;105;104;92;404;86;87;83;371
LYCEE SILVIA MONFORT (GENERAL ET TECHNO.);2013;33;92;88;78;291;91;85;88;258
LYCEE BERNARD PALISSY;2013;35;77;123;55;290;97;96;92;311
LYCEE POTHIER;2013;50;67;156;90;363;94;93;91;359
LYCEE EDGAR QUINET (GENERAL ET TECHNO.);2013;18;25;22;60;125;72;52;59;123
LYCEE CLAUDE BERNARD;2013;42;48;54;49;193;93;81;87;177
LYCEE GUEZ DE BALZAC;2013;78;91;162;27;358;94;92;95;338
LYCEE EMILE ROUX (GENERAL ET TECHNO.);2013;24;35;56;35;150;92;97;93;147
LYCEE SAINT BENIGNE (GENERAL ET TECHNO.);2013;13;28;34;78;176;100;96;97;195
LYCEE FREDERIC OZANAM (GENERAL ET TECHNO.);2013;12;30;45;15;102;100;100;96;117
LYCEE JEANNE D'ARC;2013;7;23;33;8;71;100;100;97;79
LYCEE MARCEL GIMOND (GENERAL ET TECHNO.);2013;69;70;92;68;299;81;74;91;235
LYCEE SAINT JOSEPH (GENERAL ET TECHNO.);2013;15;26;55;20;116;100;100;98;108
LYCEE DES CHAUMES (GENERAL ET TECHNO.);2013;19;31;35;22;107;95;97;89;121
LYCEE PIERRE LAROUSSE;2013;18;24;40;24;106;100;96;90;146
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.);2013;24;34;52;54;193;88;97;96;169
LYCEE JEAN MACE (GENERAL ET TECHNO.);2013;23;56;77;100;295;87;89;81;270
LYCEE TEILHARD DE CHARDIN;2013;21;56;98;77;283;95;100;96;312
LYCEE CONDORCET (GENERAL ET TECHNO.);2013;23;52;55;67;197;100;98;96;198
LYCEE E.J. MAREY (GENERAL ET TECHNO.);2013;30;32;49;56;167;100;100;90;170
LYCEE EPIN;2013;7;21;37;17;82;100;100;100;87
CITE SCOLAIRE JEAN MOULIN;2012;14;31;44;21;141;86;94;93;137
LYCEE DIDEROT (GENERAL ET TECHNO.);2012;13;51;75;37;189;85;92;92;233
LYCEE EDME BOUCHARDON;2012;31;32;62;34;204;87;88;77;213
LYCEE PIERRE BAYLE;2012;20;37;68;71;211;60;73;78;226
LYCEE ERNEST PEROCHON;2012;20;65;84;46;215;80;98;94;226
LYCEE JOSEPH DESFONTAINES;2012;29;52;75;35;191;83;90;89;165
LYCEE FENELON NOTRE-DAME (GENERAL ET TECHNO.);2012;24;52;68;22;207;100;98;99;202
LYCEE SAINT JOSEPH (GENERAL ET TECHNO.);2012;10;23;34;15;100;70;96;100;114
LYCEE BELLEVUE;2012;49;69;99;24;241;88;96;95;246
LYCEE MAURICE GENEVOIX;2012;30;94;101;53;278;70;93;95;294
LYCEE HENRI BERGSON;2012;31;34;60;33;158;71;76;67;177
LYCEE BEAUMONT;2012;15;72;77;34;212;100;79;94;214
LYCEE MARCELIN BERTHELOT;2012;17;34;48;26;133;88;91;90;184
LYCEE ALAIN RENE LESAGE;2012;25;87;114;70;365;92;94;96;386
LYCEE DUPUY DE LOME;2012;54;118;145;103;472;94;90;93;506
LYCEE RENE CASSIN;2012;20;77;76;58;231;100;95;95;283
LYCEE AUGUSTE ANGELLIER;2013;51;107;172;66;479;96;98;95;457
LYCEE SAINT JACQUES;2013;16;38;135;29;218;100;97;98;262
LYCEE DUPLEIX;2013;19;36;55;45;155;95;100;85;115
LYCEE LOUIS PASTEUR;2013;57;69;90;64;292;86;86;88;295
LYCEE SAINT REMI;2013;57;104;234;60;492;100;98;92;431
LYCEE ARTHUR RIMBAUD;2013;47;90;93;70;300;89;86;95;337
LYCEE BAUDIMONT SAINT-CHARLES;2013;26;50;124;39;357;100;98;100;326
LYCEE JAN LAVEZZARI (GENERAL ET TECHNO.);2013;18;30;59;23;199;100;93;90;198
LYCEE LOUIS BLARINGHEM;2013;67;80;153;78;378;90;90;93;366
LYCEE EUGENE WOILLEZ (GENERAL ET TECHNO.);2013;33;54;115;63;265;85;83;90;299
LYCEE AUGUSTE RENOIR;2013;34;91;102;68;295;91;92;96;290
LYCEE SAINT-EXUPERY (GENERAL ET TECHNO.);2013;26;20;52;23;141;85;100;92;167
LYCEE BENJAMIN FRANKLIN;2012;42;65;119;58;284;86;95;94;253
LYCEE ST PAUL;2012;50;149;209;88;496;100;99;99;524
LYCEE THOMAS CORNEILLE;2012;46;80;117;52;295;91;88;90;324
LYCEE SAINT-FRANCOIS DE SALES;2012;20;53;55;37;165;95;81;82;80
LYCEE MARC BLOCH;2012;27;48;61;66;202;89;83;89;194
LYCEE ANDRE MALRAUX;2012;31;31;48;42;152;97;90;90;170
LYCEE SAINT-OUEN;2012;14;12;30;14;70;86;92;90;55
LYCEE FULGENCE BIENVENUE (GENERAL ET TECHNO.);2012;7;35;34;27;113;71;94;88;98
LYCEE ERNEST RENAN;2012;35;45;94;47;268;100;98;97;307
LYCEE CORDELIERS-N-D DE LA VICTOIRE;2012;20;21;74;49;164;100;100;96;170
LYCEE BREST - RIVE DROITE - JAVOUHEY;2012;6;42;44;31;123;100;100;98;130
LYCEE CHARLES PEGUY;2012;26;33;59;23;160;100;100;100;198
LYCEE LES FRANCS BOURGEOIS;2012;16;88;116;15;235;100;100;98;250
LYCEE FRANCOIS VILLON;2012;20;30;34;38;122;80;70;68;75
LYCEE RACINE;2012;114;95;119;31;359;95;92;97;403
LYCEE JEAN GUEHENNO;2012;35;45;72;55;251;91;96;93;256
LYCEE FRANCOIS RENE DE CHATEAUBRIAND;2012;22;54;53;32;161;91;93;94;168
LYCEE JEAN BRITO;2012;21;67;67;71;226;90;97;93;243
LYCEE ANITA CONTI;2012;24;92;100;47;263;96;91;95;298
LYCEE ST LOUIS;2012;14;30;33;22;99;100;97;97;89
LYCEE E. DELAMARE DEBOUTTEVILLE (GENERAL ET TECHNO.);2012;19;43;82;50;225;95;84;94;231
LYCEE JEHAN ANGO;2012;77;109;135;82;403;84;87;93;407
LYCEE LA JETEE (GENERAL ET TECHNO.);2012;23;52;59;56;190;70;81;92;129
LYCEE VICTOR SCHOELCHER;2012;52;81;119;87;339;83;91;92;269
LYCEE JEAN DURAND (GENERAL ET TECHNO.);2012;20;44;102;54;220;90;77;88;272
LYCEE ST JOSEPH DE CLUNY;2012;15;30;51;22;118;100;100;98;134
LYCEE YOUNOUSSA BAMANA;2012;104;131;137;410;782;58;66;68;575
LYCEE PAUL LANGEVIN;2012;47;59;106;81;332;98;90;95;364
LYCEE ROMAIN ROLLAND;2012;11;28;41;63;189;100;75;88;175
LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.);2012;18;58;29;84;189;78;71;69;230
